datetime,sym,price,size
2025.05.02D12:52:15.592678912,IBM,241.3299,8
2025.05.02D12:52:28.624615680,IBM,241,1
2025.05.02D12:52:49.297856000,IBM,241,1
2025.05.02D12:52:57.638038784,IBM,241,2
2025.05.02D12:53:08.987033600,IBM,241.33,1
2025.05.02D12:53:14.488778496,IBM,241.31,20
2025.05.02D12:54:28.900637696,IBM,241.31,12
2025.05.02D12:54:28.902920192,IBM,241.33,299
2025.05.02D12:54:28.904234240,IBM,241.57,10
2025.05.02D12:54:28.931978496,IBM,242,179
2025.05.02D12:54:29.510977280,IBM,241.65,16
2025.05.02D12:54:29.534923264,IBM,241.7,8
2025.05.02D12:54:33.293607424,IBM,241.7,12
2025.05.02D12:54:33.297357312,IBM,241.74,15
2025.05.02D12:54:33.297357312,IBM,241.76,20
2025.05.02D12:54:33.300220160,IBM,241.8,20
2025.05.02D12:54:33.303456000,IBM,241.88,5
2025.05.02D12:54:33.325591552,IBM,241.88,8
2025.05.02D12:54:51.006012672,IBM,241.9,1
2025.05.02D12:54:52.042854912,IBM,242,270
2025.05.02D12:55:13.376207872,IBM,241.88,16
2025.05.02D12:55:18.066450432,IBM,241.88,8
2025.05.02D12:55:18.067319552,IBM,241.88,8
2025.05.02D12:55:22.782624256,IBM,241.88,8
2025.05.02D12:55:51.345402624,IBM,242,1
2025.05.02D12:56:20.316620800,IBM,241.958,5
2025.05.02D12:57:10.298386176,IBM,242,2
2025.05.02D12:57:10.750618112,IBM,241.96,1
2025.05.02D12:57:26.822659840,IBM,241.88,40
2025.05.02D12:57:26.826220288,IBM,241.88,8
2025.05.02D12:57:37.190537472,IBM,241.88,8
2025.05.02D12:57:39.462092288,IBM,241.88,8
2025.05.02D12:57:39.465045248,IBM,241.88,8
2025.05.02D12:57:46.060121856,IBM,241.88,10
2025.05.02D12:57:46.061811968,IBM,241.9,1
2025.05.02D12:57:46.061911040,IBM,241.94,3
2025.05.02D12:57:46.061938176,IBM,241.94,2
2025.05.02D12:57:46.073861632,IBM,241.94,8
2025.05.02D12:58:30.582546944,IBM,241.65,20
2025.05.02D12:58:30.582546944,IBM,241.63,20
2025.05.02D12:58:30.582550016,IBM,241.57,10
2025.05.02D12:58:30.618810368,IBM,241.89,8
2025.05.02D12:58:52.709772544,IBM,241.89,8
2025.05.02D12:58:52.711781376,IBM,241.89,8
2025.05.02D12:58:55.616271616,IBM,241.89,8
2025.05.02D12:58:55.618872576,IBM,241.89,8
2025.05.02D12:58:57.655827456,IBM,241.89,8
2025.05.02D12:59:10.120492800,IBM,241.95,2
2025.05.02D12:59:44.753761024,IBM,241.86,8
2025.05.02D12:59:47.486557952,IBM,241.86,2
2025.05.02D12:59:47.486560768,IBM,241.88,20
2025.05.02D12:59:47.486560768,IBM,241.89,3
2025.05.02D12:59:47.487838976,IBM,241.86,10
2025.05.02D12:59:47.488365056,IBM,241.86,5
2025.05.02D12:59:47.493197568,IBM,241.86,5
2025.05.02D12:59:47.493756928,IBM,241.94,3
2025.05.02D12:59:50.963517952,IBM,241.95,1
2025.05.02D13:00:06.939534080,IBM,241.94,16
2025.05.02D13:00:06.945527296,IBM,241.94,8
2025.05.02D13:00:17.391210496,IBM,241.86,3
2025.05.02D13:00:17.404953600,IBM,241.86,1
2025.05.02D13:01:00.164844032,IBM,241.94,1
2025.05.02D13:01:17.062883328,IBM,241.94,16
2025.05.02D13:01:17.070211584,IBM,241.94,8
2025.05.02D13:01:22.241035776,IBM,241.94,8
2025.05.02D13:01:22.243967744,IBM,241.94,8
2025.05.02D13:02:45.815429120,IBM,241.8827,1
2025.05.02D13:03:21.889927424,IBM,241.8999,10
2025.05.02D13:04:06.875872512,IBM,241.9,1
2025.05.02D13:04:54.977611264,IBM,241.9,46
2025.05.02D13:06:01.385330944,IBM,241.85,8
2025.05.02D13:06:01.386605824,IBM,241.85,8
2025.05.02D13:06:03.326209536,IBM,241.85,16
2025.05.02D13:08:28.268248576,IBM,241.89,20
2025.05.02D13:09:09.063108096,IBM,241.85,16
2025.05.02D13:09:12.047720704,IBM,241.55,5
2025.05.02D13:09:17.202625792,IBM,241.9,10
2025.05.02D13:09:50.857002496,IBM,241.78,1
2025.05.02D13:10:08.134106624,IBM,241.78,8
2025.05.02D13:10:08.306074112,IBM,241.78,6
2025.05.02D13:10:08.307003392,IBM,241.78,2
2025.05.02D13:10:08.308867584,IBM,241.78,8
2025.05.02D13:10:10.595671296,IBM,241.78,8
2025.05.02D13:10:10.595707392,IBM,241.78,5
2025.05.02D13:10:10.596155392,IBM,241.78,3
2025.05.02D13:10:10.601072128,IBM,241.78,4
2025.05.02D13:10:10.603035904,IBM,241.85,4
2025.05.02D13:10:23.589471744,IBM,241.85,21
2025.05.02D13:10:23.589760256,IBM,241.89,59
2025.05.02D13:11:10.800486144,IBM,241.9,15
2025.05.02D13:11:10.800702464,IBM,241.9,119
2025.05.02D13:12:04.048608000,IBM,241.9,2
2025.05.02D13:12:13.993246208,IBM,241.9,20
2025.05.02D13:12:30.857511680,IBM,241.95,1
2025.05.02D13:12:30.857523968,IBM,241.98,20
2025.05.02D13:12:30.857590016,IBM,241.98,1
2025.05.02D13:12:47.238114560,IBM,242,2
2025.05.02D13:12:47.238211072,IBM,242,10
2025.05.02D13:12:47.238214144,IBM,242,190
2025.05.02D13:12:47.238216960,IBM,242,10
2025.05.02D13:12:47.238228992,IBM,242,10
2025.05.02D13:12:47.238244096,IBM,242,7
2025.05.02D13:12:47.238246912,IBM,242,28
2025.05.02D13:12:47.238249984,IBM,242,50
2025.05.02D13:12:47.238270976,IBM,242,50
2025.05.02D13:12:47.238291968,IBM,242,72
2025.05.02D13:12:47.238535680,IBM,242,10
2025.05.02D13:12:47.238752000,IBM,242,100
2025.05.02D13:12:47.238809344,IBM,242,75
2025.05.02D13:12:47.238926592,IBM,242,15
2025.05.02D13:12:47.241581824,IBM,242,600
2025.05.02D13:12:55.551821824,IBM,242.07,40
2025.05.02D13:12:55.551843328,IBM,242.03,10
2025.05.02D13:12:55.551852032,IBM,242.04,10
2025.05.02D13:12:55.551881984,IBM,242.03,10
2025.05.02D13:12:55.552098560,IBM,242.03,27
2025.05.02D13:13:05.229223936,IBM,242.1,1
2025.05.02D13:13:41.479897856,IBM,242.1,1
2025.05.02D13:13:41.479900928,IBM,242.12,1
2025.05.02D13:13:41.480039168,IBM,242.13,10
2025.05.02D13:13:41.480201472,IBM,242.12,10
2025.05.02D13:13:51.976285184,IBM,242.14,1
2025.05.02D13:13:51.976339200,IBM,242.14,10
2025.05.02D13:13:53.599700224,IBM,242.12,1
2025.05.02D13:14:20.848512000,IBM,242.12,1
2025.05.02D13:14:27.009321216,IBM,242.03,8
2025.05.02D13:14:47.873300992,IBM,242.12,3
2025.05.02D13:15:05.107091712,IBM,241.88,2
2025.05.02D13:15:34.703834112,IBM,242.2,1
2025.05.02D13:15:36.975999744,IBM,242.2,1
2025.05.02D13:15:42.916606464,IBM,242.12,1
2025.05.02D13:15:42.917045504,IBM,242.1,2
2025.05.02D13:15:42.917057536,IBM,242.06,2
2025.05.02D13:15:42.917120768,IBM,242.1,10
2025.05.02D13:15:42.917141760,IBM,242.1,2
2025.05.02D13:15:42.917207808,IBM,242.06,2
2025.05.02D13:16:30.830996736,IBM,242.1,10
2025.05.02D13:17:10.222603008,IBM,242.1,7
2025.05.02D13:17:10.222606080,IBM,242.1,3
2025.05.02D13:17:29.277200128,IBM,242.06,1
2025.05.02D13:17:42.259221760,IBM,242,1
2025.05.02D13:19:09.661826560,IBM,242,20
2025.05.02D13:19:44.650627584,IBM,242.005,100
2025.05.02D13:20:09.098874624,IBM,242.12,8
2025.05.02D13:20:23.863726592,IBM,242.08,20
2025.05.02D13:20:23.863729920,IBM,242.06,20
2025.05.02D13:20:23.863729920,IBM,242.06,205
2025.05.02D13:20:33.022079232,IBM,242.03,200
2025.05.02D13:20:35.065342720,IBM,242.01,100
2025.05.02D13:20:35.065742592,IBM,242.06,1
2025.05.02D13:20:41.059858944,IBM,242.08,26
2025.05.02D13:20:49.935896576,IBM,242,770
2025.05.02D13:21:23.358084096,IBM,242.005,1
2025.05.02D13:21:24.099111936,IBM,242,100
2025.05.02D13:21:33.878537216,IBM,242.14,10
2025.05.02D13:21:45.980804096,IBM,242.03,1
2025.05.02D13:22:39.169654784,IBM,242.03,100
2025.05.02D13:22:39.170256384,IBM,242.09,10
2025.05.02D13:22:40.906183168,IBM,242.01,50
2025.05.02D13:22:40.906186240,IBM,242.01,38
2025.05.02D13:22:40.906189056,IBM,242,100
2025.05.02D13:22:40.906742528,IBM,242.09,5
2025.05.02D13:22:48.556338688,IBM,242.2,1
2025.05.02D13:22:51.475368704,IBM,242.17,2
2025.05.02D13:23:13.822580224,IBM,241.98,5
2025.05.02D13:23:13.822793728,IBM,241.98,10
2025.05.02D13:23:38.668989440,IBM,241.98,5
2025.05.02D13:24:07.032964864,IBM,241.98,10
2025.05.02D13:24:07.034621952,IBM,241.98,10
2025.05.02D13:24:12.839245568,IBM,242,2
2025.05.02D13:24:12.839393024,IBM,241.98,18
2025.05.02D13:24:40.112262144,IBM,242,8
2025.05.02D13:24:51.658294272,IBM,242.06,2
2025.05.02D13:24:52.950384384,IBM,242.06,2
2025.05.02D13:24:52.950459392,IBM,242.17,1
2025.05.02D13:24:52.950498560,IBM,242.12,2
2025.05.02D13:25:03.592040960,IBM,242.17,1
2025.05.02D13:25:03.592660224,IBM,242.17,1
2025.05.02D13:25:03.614588416,IBM,242.17,2
2025.05.02D13:25:03.615232000,IBM,242.17,1
2025.05.02D13:26:19.303553024,IBM,242.17,2
2025.05.02D13:26:19.303553024,IBM,242.2,498
2025.05.02D13:26:19.303613184,IBM,242.2,2
2025.05.02D13:26:19.303616000,IBM,242.2,2
2025.05.02D13:26:19.303619072,IBM,242.2,2
2025.05.02D13:26:19.303886848,IBM,242.2,246
2025.05.02D13:26:19.303889664,IBM,242.2,4
2025.05.02D13:26:21.418377728,IBM,242.24,100
2025.05.02D13:26:22.248092416,IBM,241.37,1
2025.05.02D13:26:22.278918656,IBM,242.25,100
2025.05.02D13:26:22.567858944,IBM,241.37,1
2025.05.02D13:26:33.563142144,IBM,241.37,1
2025.05.02D13:27:45.875459328,IBM,242.08,30
2025.05.02D13:27:45.875471616,IBM,242,20
2025.05.02D13:28:04.758566656,IBM,242.49,3
2025.05.02D13:28:31.075799808,IBM,242.5,40
2025.05.02D13:28:31.075892992,IBM,242.5,100
2025.05.02D13:28:31.075992320,IBM,242.5,10
2025.05.02D13:28:31.075992320,IBM,242.5,40
2025.05.02D13:28:31.076383232,IBM,242.55,15
2025.05.02D13:28:31.076464384,IBM,242.65,15
2025.05.02D13:28:31.076470272,IBM,242.5,100
2025.05.02D13:28:31.076485376,IBM,242.65,25
2025.05.02D13:28:31.076512512,IBM,242.65,5
2025.05.02D13:28:31.077733376,IBM,242.65,80
2025.05.02D13:28:31.077799424,IBM,242.65,5
2025.05.02D13:28:31.108063744,IBM,242.65,30
2025.05.02D13:28:31.108132608,IBM,242.65,5
2025.05.02D13:28:32.265288448,IBM,242.7,6
2025.05.02D13:28:38.119298048,IBM,242.82,50
2025.05.02D13:28:43.921132288,IBM,242.82,50
2025.05.02D13:28:43.928081920,IBM,242.83,50
2025.05.02D13:28:43.930343168,IBM,242.83,50
2025.05.02D13:29:55.305458944,IBM,242.5,10
2025.05.02D13:29:59.078197760,IBM,242.5,90
2025.05.02D13:29:59.078197760,IBM,242.83,110
2025.05.02D13:29:59.079057920,IBM,242.83,90
2025.05.02D13:29:59.079057920,IBM,242.83,1
2025.05.02D13:29:59.079605248,IBM,242.93,3
2025.05.02D13:29:59.324718848,IBM,243,1
2025.05.02D13:29:59.324721920,IBM,243,1
2025.05.02D13:29:59.324724992,IBM,243,1
2025.05.02D13:29:59.324815104,IBM,243,100
2025.05.02D13:29:59.324833280,IBM,243,200
2025.05.02D13:29:59.325131008,IBM,243,7
2025.05.02D13:29:59.325136896,IBM,243,4
2025.05.02D13:29:59.325281280,IBM,242.92,50
2025.05.02D13:29:59.325284096,IBM,243,1
2025.05.02D13:29:59.330805504,IBM,243.28,100
2025.05.02D13:29:59.330808320,IBM,243.28,100
2025.05.02D13:29:59.703022592,IBM,243.37,100
2025.05.02D13:29:59.703810560,IBM,243.4,7
2025.05.02D13:29:59.703813632,IBM,243.4,4
2025.05.02D13:29:59.704165376,IBM,243.5,20
2025.05.02D13:29:59.704631552,IBM,243.5,25
2025.05.02D13:29:59.704980480,IBM,243.52,9
2025.05.02D13:30:00.517653504,IBM,243.125,100
2025.05.02D13:30:00.546212608,IBM,242.73,2
2025.05.02D13:30:00.546212608,IBM,242.73,2
2025.05.02D13:30:00.848236544,IBM,242.53,1
2025.05.02D13:30:00.880512512,IBM,242.53,1
2025.05.02D13:30:00.881817600,IBM,242.53,1
2025.05.02D13:30:00.887221504,IBM,242.53,1
2025.05.02D13:30:00.888355328,IBM,243.36,100
2025.05.02D13:30:00.888355328,IBM,243.67,1
2025.05.02D13:30:00.888412416,IBM,243.69,419
2025.05.02D13:30:00.888430336,IBM,243.69,10
2025.05.02D13:30:00.888490496,IBM,243.69,30
2025.05.02D13:30:00.888734208,IBM,243.7,51448
2025.05.02D13:30:00.888734208,IBM,243.7,51448
2025.05.02D13:30:00.888821248,IBM,243.36,100
